image_id,file_path,object_id,title,artist,date,medium,department,source_url,image_url,license,source
met_436576,artworks_met/met_0042_436576.jpg,436576,The Vision of Saint John,El Greco (Domenikos Theotokopoulos),ca. 1608–14,Oil on canvas,European Paintings,https://www.metmuseum.org/art/collection/search/436576,https://images.metmuseum.org/CRDImages/ep/web-large/DP-17641-001.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_436580,artworks_met/met_0043_436580.jpg,436580,Aegina Visited by Jupiter,Jean-Baptiste Greuze,ca. 1767–69,Oil on canvas,European Paintings,https://www.metmuseum.org/art/collection/search/436580,https://images.metmuseum.org/CRDImages/ep/web-large/DP-12954-001.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_436906,artworks_met/met_0044_436906.jpg,436906,The Temptation,Pietro Longhi (Pietro Falca),1746,Oil on canvas,European Paintings,https://www.metmuseum.org/art/collection/search/436906,https://images.metmuseum.org/CRDImages/ep/web-large/DP124058.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_446568,artworks_met/met_0045_446568.jpg,446568,Man with Prayer Beads,Muhammad `Ali,mid-17th century,"Ink, transparent and opaque watercolor, and gold on paper",Islamic Art,https://www.metmuseum.org/art/collection/search/446568,https://images.metmuseum.org/CRDImages/is/web-large/sf13-228-34d.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_448461,artworks_met/met_0046_448461.jpg,448461,"""Two Old Men in Discussion Outside a Hut"", Folio from the Davis Album",'Ali Quli Jabbadar,dated 1085 AH/1674–75 CE,"Ink, opaque watercolor, and gold on paper",Islamic Art,https://www.metmuseum.org/art/collection/search/448461,https://images.metmuseum.org/CRDImages/is/web-large/DP107559.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_448463,artworks_met/met_0047_448463.jpg,448463,"""Portrait of the Russian Ambassador, Prince Andrey Priklonskiy"", Folio from the Davis Album",'Ali Quli Jabbadar,dated 1048 AH/1673–74 CE,"Ink, opaque watercolor, and gold on paper",Islamic Art,https://www.metmuseum.org/art/collection/search/448463,https://images.metmuseum.org/CRDImages/is/web-large/DP107561.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_449863,artworks_met/met_0048_449863.jpg,449863,Wall Painting,,9th century,Stucco; painted,Islamic Art,https://www.metmuseum.org/art/collection/search/449863,https://images.metmuseum.org/CRDImages/is/web-large/LC-40_170_177.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_451023,artworks_met/met_0049_451023.jpg,451023,The Lovers,Riza-yi 'Abbasi,dated 1039 AH/1630 CE,"Opaque watercolor, ink, and gold on paper",Islamic Art,https://www.metmuseum.org/art/collection/search/451023,https://images.metmuseum.org/CRDImages/is/web-large/DP240654.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_451259,artworks_met/met_0050_451259.jpg,451259,"""Dervish With a Lion"", Folio from the Shah Jahan Album",Padarath,verso: ca. 1630; recto: ca. 1500,"Ink, opaque watercolor, and gold on paper",Islamic Art,https://www.metmuseum.org/art/collection/search/451259,https://images.metmuseum.org/CRDImages/is/web-large/DP164662.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_451260,artworks_met/met_0051_451260.jpg,451260,"""Red-Headed Vulture and Long-Billed Vulture"", Folio from the Shah Jahan Album",Mansur,verso: ca. 1615–20; recto: ca. 1535–45,"Ink, opaque watercolor, and gold on paper",Islamic Art,https://www.metmuseum.org/art/collection/search/451260,https://images.metmuseum.org/CRDImages/is/web-large/DP245154.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_451268,artworks_met/met_0052_451268.jpg,451268,"""Akbar With Lion and Calf"", Folio from the Shah Jahan Album",Govardhan,verso: ca. 1630; recto: ca. 1530–50,"Ink, opaque watercolor, and gold on paper",Islamic Art,https://www.metmuseum.org/art/collection/search/451268,https://images.metmuseum.org/CRDImages/is/web-large/DT200627.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_451725,artworks_met/met_0053_451725.jpg,451725,"""The Concourse of the Birds"", Folio 11r from a Mantiq al-Tayr (Language of the Birds)",Habiballah of Sava,ca. 1600,"Ink, opaque watercolor, gold, and silver on paper",Islamic Art,https://www.metmuseum.org/art/collection/search/451725,https://images.metmuseum.org/CRDImages/is/web-large/DP234083.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_452668,artworks_met/met_0054_452668.jpg,452668,Shahnama (Book of Kings) of Firdausi,Mu'in Musavvir,1660s,"Ink, opaque watercolor, gold, and silver on paper",Islamic Art,https://www.metmuseum.org/art/collection/search/452668,https://images.metmuseum.org/CRDImages/is/web-large/DP215587.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_452948,artworks_met/met_0055_452948.jpg,452948,Lacquer Mirror Case,Fathallah Shirazi,dated 1295 AH/1878 CE,"Papier-maché; painted, gilded, and lacquered",Islamic Art,https://www.metmuseum.org/art/collection/search/452948,https://images.metmuseum.org/CRDImages/is/web-large/DP107270.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_453183,artworks_met/met_0056_453183.jpg,453183,The House of Bijapur,Kamal Muhammad,ca. 1680,"Ink, opaque watercolor, gold, and silver on paper",Islamic Art,https://www.metmuseum.org/art/collection/search/453183,https://images.metmuseum.org/CRDImages/is/web-large/DP231353.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_453250,artworks_met/met_0057_453250.jpg,453250,Study of a Bird,Riza-yi 'Abbasi,dated 1043 AH/1634 CE,"Ink, opaque watercolor, gold, and silver on paper",Islamic Art,https://www.metmuseum.org/art/collection/search/453250,https://images.metmuseum.org/CRDImages/is/web-large/DP231354.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_453336,artworks_met/met_0058_453336.jpg,453336,A Stallion,Habiballah of Sava,ca. 1601–6,"Ink, opaque watercolor, and gold on paper",Islamic Art,https://www.metmuseum.org/art/collection/search/453336,https://images.metmuseum.org/CRDImages/is/web-large/DP234078.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_453351,artworks_met/met_0059_453351.jpg,453351,"""The Angel Gabriel meets 'Amr ibn Zaid (the Shepherd)"", Folio from a Siyer-i Nebi (the Life of the Prophet)",Mustafa ibn Vali,ca. 1595,"Ink, opaque watercolor, and gold on paper",Islamic Art,https://www.metmuseum.org/art/collection/search/453351,https://images.metmuseum.org/CRDImages/is/web-large/DP234015.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_454624,artworks_met/met_0060_454624.jpg,454624,"""Black Buck"", Folio from the Shah Jahan Album",Manohar,recto: ca. 1615–20; verso: ca. 1530–50,"Ink, opaque watercolor, and gold on paper",Islamic Art,https://www.metmuseum.org/art/collection/search/454624,https://images.metmuseum.org/CRDImages/is/web-large/DP246551.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_456949,artworks_met/met_0061_456949.jpg,456949,Great Indian Fruit Bat,Bhawani Das,ca. 1777–82,"Pencil, ink, and opaque watercolor on paper",Islamic Art,https://www.metmuseum.org/art/collection/search/456949,https://images.metmuseum.org/CRDImages/is/web-large/DP167067.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_466105,artworks_met/met_0062_466105.jpg,466105,Booklet with Scenes of the Passion,,ca. 1300 (carving); ca. 1310–20 (painting),"Elephant ivory, polychromy, and gilding",Medieval Art,https://www.metmuseum.org/art/collection/search/466105,https://images.metmuseum.org/CRDImages/md/web-large/DT133.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_472310,artworks_met/met_0063_472310.jpg,472310,Torso of Christ,,late 12th century,"Poplar, gesso, paint, and metal leaf",The Cloisters,https://www.metmuseum.org/art/collection/search/472310,https://images.metmuseum.org/CRDImages/cl/web-large/DP216430.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_544502,artworks_met/met_0064_544502.jpg,544502,Ceiling painting from the palace of Amenhotep III,,ca. 1390–1352 B.C.,"Dried Mud, mud plaster, paint, gesso",Egyptian Art,https://www.metmuseum.org/art/collection/search/544502,https://images.metmuseum.org/CRDImages/eg/web-large/DT256117.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_547758,artworks_met/met_0065_547758.jpg,547758,Mummy with a Painted Mask Depicting a Woman Holding a Goblet,,A.D. 270–280,"Mummified human body, linen, plaster, paint, mummification material",Egyptian Art,https://www.metmuseum.org/art/collection/search/547758,https://images.metmuseum.org/CRDImages/eg/web-large/EG135.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_556954,artworks_met/met_0066_556954.jpg,556954,Painting Palette,,ca. 1981–1640 B.C.,Limestone,Egyptian Art,https://www.metmuseum.org/art/collection/search/556954,https://images.metmuseum.org/CRDImages/eg/web-large/15.3.1131-AC-2.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_691053,artworks_met/met_0067_691053.jpg,691053,Painting,Jean Audran,1690,Etching,Drawings and Prints,https://www.metmuseum.org/art/collection/search/691053,https://images.metmuseum.org/CRDImages/dp/web-large/DP874038.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
met_910555,artworks_met/met_0068_910555.jpg,910555,The Thirty-Six Poetic Immortals,Studio of Kano Takanobu,early 17th century,"Pair of six-panel folding screens; ink, color, gold, and silver on paper",Asian Art,https://www.metmuseum.org/art/collection/search/910555,https://images.metmuseum.org/CRDImages/as/web-large/DP-35700-001.jpg,CC0 / Public Domain,The Metropolitan Museum of Art
